pdq,seasonal_pdq,hold_out,MAPE
"(1, 1, 2)","(2, 1, 0, 12)",6,0.03435461855457093
"(1, 1, 2)","(2, 1, 0, 12)",9,0.08303516947395127
"(1, 1, 2)","(2, 1, 0, 12)",12,0.12762644003386064
"(1, 1, 2)","(2, 1, 1, 12)",6,0.020312197496490384
"(1, 1, 2)","(2, 1, 1, 12)",9,0.0826306457866397
"(1, 1, 2)","(2, 1, 1, 12)",12,0.12998001362656478
"(1, 1, 2)","(2, 1, 2, 12)",6,684053505631.3772
"(1, 1, 2)","(2, 1, 2, 12)",9,146219341208.11774
"(1, 1, 2)","(2, 1, 2, 12)",12,1867111660.083905
"(1, 1, 2)","(2, 2, 0, 12)",6,0.023653307981921806
"(1, 1, 2)","(2, 2, 0, 12)",9,0.07315855902173439
"(1, 1, 2)","(2, 2, 0, 12)",12,0.09623734872181657
"(1, 1, 2)","(2, 2, 1, 12)",6,0.05594119133053724
"(1, 1, 2)","(2, 2, 1, 12)",9,0.040395536784896074
"(1, 1, 2)","(2, 2, 1, 12)",12,0.09020988910548648
"(1, 1, 2)","(2, 2, 2, 12)",6,1.1691948878771705e+20
"(1, 1, 2)","(2, 2, 2, 12)",9,0.05304476796671094
"(1, 1, 2)","(2, 2, 2, 12)",12,0.09210144941070254
"(1, 2, 0)","(0, 0, 0, 12)",6,0.04042547122777196
"(1, 2, 0)","(0, 0, 0, 12)",9,0.09368442483000436
"(1, 2, 0)","(0, 0, 0, 12)",12,0.07186098971901846
"(1, 2, 0)","(0, 0, 1, 12)",6,0.03174805182943841
"(1, 2, 0)","(0, 0, 1, 12)",9,0.08385262360282106
"(1, 2, 0)","(0, 0, 1, 12)",12,0.07939917819761114
"(1, 2, 0)","(0, 0, 2, 12)",6,0.027826735083573556
"(1, 2, 0)","(0, 0, 2, 12)",9,0.12227188975486397
"(1, 2, 0)","(0, 0, 2, 12)",12,2583.0703342152005
"(1, 2, 0)","(0, 1, 0, 12)",6,0.07861830882595146
"(1, 2, 0)","(0, 1, 0, 12)",9,0.20061133381865157
"(1, 2, 0)","(0, 1, 0, 12)",12,0.07750351306101674
"(1, 2, 0)","(0, 1, 1, 12)",6,0.0696019119429174
"(1, 2, 0)","(0, 1, 1, 12)",9,0.04793030961755738
"(1, 2, 0)","(0, 1, 1, 12)",12,0.0722269537517546
"(1, 2, 0)","(0, 1, 2, 12)",6,0.11048468579760536
"(1, 2, 0)","(0, 1, 2, 12)",9,1.0711050361650796
"(1, 2, 0)","(0, 1, 2, 12)",12,0.04058177229798717
"(1, 2, 0)","(0, 2, 0, 12)",6,0.04279878111794075
"(1, 2, 0)","(0, 2, 0, 12)",9,0.6332670976917982
"(1, 2, 0)","(0, 2, 0, 12)",12,0.2984262462787665
"(1, 2, 0)","(0, 2, 1, 12)",6,0.09822694212444692
"(1, 2, 0)","(0, 2, 1, 12)",9,0.22175799511947825
"(1, 2, 0)","(0, 2, 1, 12)",12,0.08345241124370745
"(1, 2, 0)","(0, 2, 2, 12)",6,0.15755323301403176
"(1, 2, 0)","(0, 2, 2, 12)",9,1.2340265879881127
"(1, 2, 0)","(0, 2, 2, 12)",12,0.12030506697338224
"(1, 2, 0)","(1, 0, 0, 12)",6,0.032377138894644594
"(1, 2, 0)","(1, 0, 0, 12)",9,0.07318427131548708
"(1, 2, 0)","(1, 0, 0, 12)",12,0.0770678535703394
"(1, 2, 0)","(1, 0, 1, 12)",6,0.03883544715473277
"(1, 2, 0)","(1, 0, 1, 12)",9,0.06716149948679721
"(1, 2, 0)","(1, 0, 1, 12)",12,0.06713639917545401
"(1, 2, 0)","(1, 0, 2, 12)",6,0.03313581582413578
"(1, 2, 0)","(1, 0, 2, 12)",9,0.10689854677896612
"(1, 2, 0)","(1, 0, 2, 12)",12,7897.833087346483
"(1, 2, 0)","(1, 1, 0, 12)",6,0.1425878348236741
"(1, 2, 0)","(1, 1, 0, 12)",9,0.07097526363677446
"(1, 2, 0)","(1, 1, 0, 12)",12,0.12900544694244073
"(1, 2, 0)","(1, 1, 1, 12)",6,0.08851039576963982
"(1, 2, 0)","(1, 1, 1, 12)",9,0.04840037243018284
"(1, 2, 0)","(1, 1, 1, 12)",12,0.026268479198153654
"(1, 2, 0)","(1, 1, 2, 12)",6,0.05069833098373547
"(1, 2, 0)","(1, 1, 2, 12)",9,24440.86587140502
"(1, 2, 0)","(1, 1, 2, 12)",12,0.0769582582132916
"(1, 2, 0)","(1, 2, 0, 12)",6,0.13805127246138546
"(1, 2, 0)","(1, 2, 0, 12)",9,0.09585637219204461
"(1, 2, 0)","(1, 2, 0, 12)",12,0.16076735615580176
"(1, 2, 0)","(1, 2, 1, 12)",6,0.1558830323956241
"(1, 2, 0)","(1, 2, 1, 12)",9,0.0972563630678016
"(1, 2, 0)","(1, 2, 1, 12)",12,0.1656235561136329
"(1, 2, 0)","(1, 2, 2, 12)",6,0.18009512632433064
"(1, 2, 0)","(1, 2, 2, 12)",9,0.10552972488262512
"(1, 2, 0)","(1, 2, 2, 12)",12,0.1478724085436602
"(1, 2, 0)","(2, 0, 0, 12)",6,0.03584741593014752
"(1, 2, 0)","(2, 0, 0, 12)",9,0.07209965043968324
"(1, 2, 0)","(2, 0, 0, 12)",12,0.08485879360702477
"(1, 2, 0)","(2, 0, 1, 12)",6,0.03396162565400038
"(1, 2, 0)","(2, 0, 1, 12)",9,0.07541265619821254
"(1, 2, 0)","(2, 0, 1, 12)",12,0.08568373212229306
"(1, 2, 0)","(2, 0, 2, 12)",6,0.01506806976892443
"(1, 2, 0)","(2, 0, 2, 12)",9,0.09291393257106188
"(1, 2, 0)","(2, 0, 2, 12)",12,1233.3349419663866
"(1, 2, 0)","(2, 1, 0, 12)",6,0.12272101306081022
"(1, 2, 0)","(2, 1, 0, 12)",9,0.05574774283167029
"(1, 2, 0)","(2, 1, 0, 12)",12,0.045556729201936506
"(1, 2, 0)","(2, 1, 1, 12)",6,0.0989800805602782
"(1, 2, 0)","(2, 1, 1, 12)",9,0.04614766140477041
"(1, 2, 0)","(2, 1, 1, 12)",12,0.02890224555024352
"(1, 2, 0)","(2, 1, 2, 12)",6,736697498161.2223
"(1, 2, 0)","(2, 1, 2, 12)",9,170.31169325851207
"(1, 2, 0)","(2, 1, 2, 12)",12,0.14337273635135298
"(1, 2, 0)","(2, 2, 0, 12)",6,0.18298635725379894
"(1, 2, 0)","(2, 2, 0, 12)",9,0.05831264458128244
"(1, 2, 0)","(2, 2, 0, 12)",12,0.18268483245973963
"(1, 2, 0)","(2, 2, 1, 12)",6,0.14583859685423614
"(1, 2, 0)","(2, 2, 1, 12)",9,0.11212211960599139
"(1, 2, 0)","(2, 2, 1, 12)",12,0.10303499455228009
"(1, 2, 0)","(2, 2, 2, 12)",6,0.1738284147734458
"(1, 2, 0)","(2, 2, 2, 12)",9,0.15258350622388625
"(1, 2, 0)","(2, 2, 2, 12)",12,0.10255822593216495
"(1, 2, 1)","(0, 0, 0, 12)",6,0.01712833350770547
"(1, 2, 1)","(0, 0, 0, 12)",9,0.013222899461227088
"(1, 2, 1)","(0, 0, 0, 12)",12,0.10820387269588151
"(1, 2, 1)","(0, 0, 1, 12)",6,0.0130380360633389
"(1, 2, 1)","(0, 0, 1, 12)",9,0.013564937861197581
"(1, 2, 1)","(0, 0, 1, 12)",12,0.10717958097023315
"(1, 2, 1)","(0, 0, 2, 12)",6,0.007957359428031666
"(1, 2, 1)","(0, 0, 2, 12)",9,0.011514314171920326
"(1, 2, 1)","(0, 0, 2, 12)",12,1744.511529536775
"(1, 2, 1)","(0, 1, 0, 12)",6,0.07256654165337983
"(1, 2, 1)","(0, 1, 0, 12)",9,0.042258950183701585
"(1, 2, 1)","(0, 1, 0, 12)",12,0.13894348040420892
"(1, 2, 1)","(0, 1, 1, 12)",6,0.03238843422969898
"(1, 2, 1)","(0, 1, 1, 12)",9,0.015917791062831192
"(1, 2, 1)","(0, 1, 1, 12)",12,0.08550864918054298
"(1, 2, 1)","(0, 1, 2, 12)",6,0.24520066138640306
"(1, 2, 1)","(0, 1, 2, 12)",9,1.1809095627458108
"(1, 2, 1)","(0, 1, 2, 12)",12,0.04400024310005288
"(1, 2, 1)","(0, 2, 0, 12)",6,0.1411189427789392
"(1, 2, 1)","(0, 2, 0, 12)",9,0.11614750740517216
"(1, 2, 1)","(0, 2, 0, 12)",12,0.30060634271679537
"(1, 2, 1)","(0, 2, 1, 12)",6,0.09962289161987621
"(1, 2, 1)","(0, 2, 1, 12)",9,0.06388659971150112
"(1, 2, 1)","(0, 2, 1, 12)",12,0.14020082787006008
"(1, 2, 1)","(0, 2, 2, 12)",6,0.2247733541563265
"(1, 2, 1)","(0, 2, 2, 12)",9,0.7693318171099076
"(1, 2, 1)","(0, 2, 2, 12)",12,0.02840733962974562
"(1, 2, 1)","(1, 0, 0, 12)",6,0.011909766914351383
"(1, 2, 1)","(1, 0, 0, 12)",9,0.01558939992120717
"(1, 2, 1)","(1, 0, 0, 12)",12,0.10479015783267866
"(1, 2, 1)","(1, 0, 1, 12)",6,0.012752148241555397
"(1, 2, 1)","(1, 0, 1, 12)",9,0.01640156315877088
"(1, 2, 1)","(1, 0, 1, 12)",12,0.10252950363355244
"(1, 2, 1)","(1, 0, 2, 12)",6,0.014340899548188124
"(1, 2, 1)","(1, 0, 2, 12)",9,0.010276455047854119
"(1, 2, 1)","(1, 0, 2, 12)",12,176.31606602965726
"(1, 2, 1)","(1, 1, 0, 12)",6,0.044376653607203914
"(1, 2, 1)","(1, 1, 0, 12)",9,0.026754916460070673
"(1, 2, 1)","(1, 1, 0, 12)",12,0.029032264088774115
"(1, 2, 1)","(1, 1, 1, 12)",6,0.024888223022732497
"(1, 2, 1)","(1, 1, 1, 12)",9,0.018866746158886265
"(1, 2, 1)","(1, 1, 1, 12)",12,0.04139080163028443
"(1, 2, 1)","(1, 1, 2, 12)",6,0.15161738219249057
"(1, 2, 1)","(1, 1, 2, 12)",9,7464.577506008791
"(1, 2, 1)","(1, 1, 2, 12)",12,0.054870276935838326
"(1, 2, 1)","(1, 2, 0, 12)",6,0.11165045629346561
"(1, 2, 1)","(1, 2, 0, 12)",9,0.06964183315166383
"(1, 2, 1)","(1, 2, 0, 12)",12,0.07624896738127757
"(1, 2, 1)","(1, 2, 1, 12)",6,0.055138153132918956
"(1, 2, 1)","(1, 2, 1, 12)",9,0.028837844892048978
"(1, 2, 1)","(1, 2, 1, 12)",12,0.027589268072616756
"(1, 2, 1)","(1, 2, 2, 12)",6,0.10122858289315201
"(1, 2, 1)","(1, 2, 2, 12)",9,0.1524125273773157
"(1, 2, 1)","(1, 2, 2, 12)",12,0.026612017968994022
"(1, 2, 1)","(2, 0, 0, 12)",6,0.013711308989412592
"(1, 2, 1)","(2, 0, 0, 12)",9,0.011690940949567057
"(1, 2, 1)","(2, 0, 0, 12)",12,0.11345391767822254
"(1, 2, 1)","(2, 0, 1, 12)",6,0.01569242919776121
"(1, 2, 1)","(2, 0, 1, 12)",9,0.012280188632329212
"(1, 2, 1)","(2, 0, 1, 12)",12,0.09985342328107488
"(1, 2, 1)","(2, 0, 2, 12)",6,0.022203429798740074
"(1, 2, 1)","(2, 0, 2, 12)",9,0.01052169114312028
"(1, 2, 1)","(2, 0, 2, 12)",12,3142.497907365964
"(1, 2, 1)","(2, 1, 0, 12)",6,0.024298490297289945
"(1, 2, 1)","(2, 1, 0, 12)",9,0.024066624306017453
"(1, 2, 1)","(2, 1, 0, 12)",12,0.048574693902837494
"(1, 2, 1)","(2, 1, 1, 12)",6,0.019310183660353093
"(1, 2, 1)","(2, 1, 1, 12)",9,0.02414135993844977
"(1, 2, 1)","(2, 1, 1, 12)",12,0.05311604878882644
"(1, 2, 1)","(2, 1, 2, 12)",6,1546724824050.2039
"(1, 2, 1)","(2, 1, 2, 12)",9,376.80756809460627
"(1, 2, 1)","(2, 1, 2, 12)",12,0.07667192986414038
"(1, 2, 1)","(2, 2, 0, 12)",6,0.07283393002107132
"(1, 2, 1)","(2, 2, 0, 12)",9,0.033638110542890315
"(1, 2, 1)","(2, 2, 0, 12)",12,0.03840614424364258
"(1, 2, 1)","(2, 2, 1, 12)",6,0.027413928060116676
"(1, 2, 1)","(2, 2, 1, 12)",9,0.03181765918469373
"(1, 2, 1)","(2, 2, 1, 12)",12,0.03816919518694863
"(1, 2, 1)","(2, 2, 2, 12)",6,0.09736444584902237
"(1, 2, 1)","(2, 2, 2, 12)",9,0.3945816349986186
"(1, 2, 1)","(2, 2, 2, 12)",12,0.3069352455221117
"(1, 2, 2)","(0, 0, 0, 12)",6,0.016566889776204494
"(1, 2, 2)","(0, 0, 0, 12)",9,0.013715925979846626
"(1, 2, 2)","(0, 0, 0, 12)",12,0.1086693926008575
"(1, 2, 2)","(0, 0, 1, 12)",6,0.013305305359805612
"(1, 2, 2)","(0, 0, 1, 12)",9,0.014635274172327671
"(1, 2, 2)","(0, 0, 1, 12)",12,0.1079450661118468
"(1, 2, 2)","(0, 0, 2, 12)",6,0.011743038621335732
"(1, 2, 2)","(0, 0, 2, 12)",9,0.012111476158992437
"(1, 2, 2)","(0, 0, 2, 12)",12,1914.5906632652957
"(1, 2, 2)","(0, 1, 0, 12)",6,0.07059801233667774
"(1, 2, 2)","(0, 1, 0, 12)",9,0.043094250422807796
"(1, 2, 2)","(0, 1, 0, 12)",12,0.14056243846756544
"(1, 2, 2)","(0, 1, 1, 12)",6,0.03146460440672424
"(1, 2, 2)","(0, 1, 1, 12)",9,0.01583496131993857
"(1, 2, 2)","(0, 1, 1, 12)",12,0.08802172989772193
"(1, 2, 2)","(0, 1, 2, 12)",6,151247147165781.84
"(1, 2, 2)","(0, 1, 2, 12)",9,348773712482.06604
"(1, 2, 2)","(0, 1, 2, 12)",12,1.0332209608672322e+19
"(1, 2, 2)","(0, 2, 0, 12)",6,0.13587018984910165
"(1, 2, 2)","(0, 2, 0, 12)",9,0.11636232994267484
"(1, 2, 2)","(0, 2, 0, 12)",12,0.3027451999999755
"(1, 2, 2)","(0, 2, 1, 12)",6,0.10006248041943343
"(1, 2, 2)","(0, 2, 1, 12)",9,0.06383117045289041
"(1, 2, 2)","(0, 2, 1, 12)",12,0.14088936411354872
"(1, 2, 2)","(0, 2, 2, 12)",6,110611604524.6833
"(1, 2, 2)","(0, 2, 2, 12)",9,114582.04861466336
"(1, 2, 2)","(0, 2, 2, 12)",12,0.028572587723435846
"(1, 2, 2)","(1, 0, 0, 12)",6,0.011742024339322713
"(1, 2, 2)","(1, 0, 0, 12)",9,0.01669769789268518
"(1, 2, 2)","(1, 0, 0, 12)",12,0.10529085089313356
"(1, 2, 2)","(1, 0, 1, 12)",6,0.01278094339326527
"(1, 2, 2)","(1, 0, 1, 12)",9,0.017201725271290737
"(1, 2, 2)","(1, 0, 1, 12)",12,0.10327987740707388
"(1, 2, 2)","(1, 0, 2, 12)",6,0.013205284635731148
"(1, 2, 2)","(1, 0, 2, 12)",9,0.010016417176660448
"(1, 2, 2)","(1, 0, 2, 12)",12,1228.5042383884218
"(1, 2, 2)","(1, 1, 0, 12)",6,0.04295747950372888
"(1, 2, 2)","(1, 1, 0, 12)",9,0.026699118960569833
"(1, 2, 2)","(1, 1, 0, 12)",12,0.029594750202895776
"(1, 2, 2)","(1, 1, 1, 12)",6,0.02454103082806877
"(1, 2, 2)","(1, 1, 1, 12)",9,0.018248783434393036
"(1, 2, 2)","(1, 1, 1, 12)",12,0.039325644766657876
"(1, 2, 2)","(1, 1, 2, 12)",6,97080022321658.06
"(1, 2, 2)","(1, 1, 2, 12)",9,15693.361420734274
"(1, 2, 2)","(1, 1, 2, 12)",12,7523794776157.5205
"(1, 2, 2)","(1, 2, 0, 12)",6,0.11183057914629278
"(1, 2, 2)","(1, 2, 0, 12)",9,0.06964368350801184
"(1, 2, 2)","(1, 2, 0, 12)",12,0.07690983069199138
"(1, 2, 2)","(1, 2, 1, 12)",6,0.05325466329878656
"(1, 2, 2)","(1, 2, 1, 12)",9,0.028826862654194
"(1, 2, 2)","(1, 2, 1, 12)",12,0.027213884968136662
"(1, 2, 2)","(1, 2, 2, 12)",6,292967110497.8738
"(1, 2, 2)","(1, 2, 2, 12)",9,5.489820378908407
"(1, 2, 2)","(1, 2, 2, 12)",12,0.026962504628577244
"(1, 2, 2)","(2, 0, 0, 12)",6,0.013535873468869768
"(1, 2, 2)","(2, 0, 0, 12)",9,0.01225615152442791
"(1, 2, 2)","(2, 0, 0, 12)",12,0.1133768207357887
"(1, 2, 2)","(2, 0, 1, 12)",6,0.01313489293934851
"(1, 2, 2)","(2, 0, 1, 12)",9,0.014067270446713862
"(1, 2, 2)","(2, 0, 1, 12)",12,0.11420691699682727
"(1, 2, 2)","(2, 0, 2, 12)",6,0.0194194057316974
"(1, 2, 2)","(2, 0, 2, 12)",9,0.012255839629789631
"(1, 2, 2)","(2, 0, 2, 12)",12,2825.2857274335565
"(1, 2, 2)","(2, 1, 0, 12)",6,0.022714370932439134
"(1, 2, 2)","(2, 1, 0, 12)",9,0.023072622291421027
"(1, 2, 2)","(2, 1, 0, 12)",12,0.050312793166033425
"(1, 2, 2)","(2, 1, 1, 12)",6,0.016364176282446262
"(1, 2, 2)","(2, 1, 1, 12)",9,0.02143796869396683
"(1, 2, 2)","(2, 1, 1, 12)",12,0.05560660651381127
"(1, 2, 2)","(2, 1, 2, 12)",6,22755508684851.887
"(1, 2, 2)","(2, 1, 2, 12)",9,288765622667.24084
"(1, 2, 2)","(2, 1, 2, 12)",12,4.895804673054418e+35
"(1, 2, 2)","(2, 2, 0, 12)",6,0.06947086257165011
"(1, 2, 2)","(2, 2, 0, 12)",9,0.03423998660142222
"(1, 2, 2)","(2, 2, 0, 12)",12,0.040967365244609776
"(1, 2, 2)","(2, 2, 1, 12)",6,0.025829092006213385
"(1, 2, 2)","(2, 2, 1, 12)",9,0.02981904442855475
"(1, 2, 2)","(2, 2, 1, 12)",12,0.03871718624040665
"(1, 2, 2)","(2, 2, 2, 12)",6,27151086121.337894
"(1, 2, 2)","(2, 2, 2, 12)",9,18.119500078272104
"(1, 2, 2)","(2, 2, 2, 12)",12,0.039430867497427614
"(2, 0, 0)","(0, 0, 0, 12)",6,0.01780745768302582
"(2, 0, 0)","(0, 0, 0, 12)",9,0.013189580360476058
"(2, 0, 0)","(0, 0, 0, 12)",12,0.11036696115796517
"(2, 0, 0)","(0, 0, 1, 12)",6,0.012746198413487888
"(2, 0, 0)","(0, 0, 1, 12)",9,0.01358599422284064
"(2, 0, 0)","(0, 0, 1, 12)",12,0.11703963579728366
"(2, 0, 0)","(0, 0, 2, 12)",6,0.04735198979660101
"(2, 0, 0)","(0, 0, 2, 12)",9,0.01151233838677098
"(2, 0, 0)","(0, 0, 2, 12)",12,0.12555424125503062
"(2, 0, 0)","(0, 1, 0, 12)",6,0.033106098159329155
"(2, 0, 0)","(0, 1, 0, 12)",9,0.12602776628638926
"(2, 0, 0)","(0, 1, 0, 12)",12,0.16287435087451577
"(2, 0, 0)","(0, 1, 1, 12)",6,0.03161972356351806
"(2, 0, 0)","(0, 1, 1, 12)",9,0.11642656308713138
"(2, 0, 0)","(0, 1, 1, 12)",12,0.16594211417354293
"(2, 0, 0)","(0, 1, 2, 12)",6,3.4064386298732185
"(2, 0, 0)","(0, 1, 2, 12)",9,0.12481203801205215
"(2, 0, 0)","(0, 1, 2, 12)",12,6744.686249129222
"(2, 0, 0)","(0, 2, 0, 12)",6,0.0624700471482397
"(2, 0, 0)","(0, 2, 0, 12)",9,0.17478857267815479
"(2, 0, 0)","(0, 2, 0, 12)",12,0.21880415921933064
"(2, 0, 0)","(0, 2, 1, 12)",6,0.026727147076835225
"(2, 0, 0)","(0, 2, 1, 12)",9,0.13007176661270772
"(2, 0, 0)","(0, 2, 1, 12)",12,0.1641951721902906
"(2, 0, 0)","(0, 2, 2, 12)",6,0.05324319398710522
"(2, 0, 0)","(0, 2, 2, 12)",9,0.18465211968443093
"(2, 0, 0)","(0, 2, 2, 12)",12,0.5379663218510213
"(2, 0, 0)","(1, 0, 0, 12)",6,0.011795188421237314
"(2, 0, 0)","(1, 0, 0, 12)",9,0.01564759243984179
"(2, 0, 0)","(1, 0, 0, 12)",12,0.16933500875271404
"(2, 0, 0)","(1, 0, 1, 12)",6,0.039099701393873275
"(2, 0, 0)","(1, 0, 1, 12)",9,0.10224211627667164
"(2, 0, 0)","(1, 0, 1, 12)",12,0.1473926238120782
"(2, 0, 0)","(1, 0, 2, 12)",6,0.05439127364482921
"(2, 0, 0)","(1, 0, 2, 12)",9,0.10596218426508172
"(2, 0, 0)","(1, 0, 2, 12)",12,0.13158229376639455
"(2, 0, 0)","(1, 1, 0, 12)",6,0.03089695652376463
"(2, 0, 0)","(1, 1, 0, 12)",9,0.09776114658021498
"(2, 0, 0)","(1, 1, 0, 12)",12,0.1262918405054362
"(2, 0, 0)","(1, 1, 1, 12)",6,0.03935162963120985
"(2, 0, 0)","(1, 1, 1, 12)",9,0.10885189888993113
"(2, 0, 0)","(1, 1, 1, 12)",12,0.14842867856951558
"(2, 0, 0)","(1, 1, 2, 12)",6,1871.6928094691218
"(2, 0, 0)","(1, 1, 2, 12)",9,0.11100924282116335
"(2, 0, 0)","(1, 1, 2, 12)",12,0.1263707413659529
"(2, 0, 0)","(1, 2, 0, 12)",6,0.028224803413512498
"(2, 0, 0)","(1, 2, 0, 12)",9,0.09188877360582559
"(2, 0, 0)","(1, 2, 0, 12)",12,0.12039436026951189
"(2, 0, 0)","(1, 2, 1, 12)",6,0.034388084995631195
"(2, 0, 0)","(1, 2, 1, 12)",9,0.09354486069086224
"(2, 0, 0)","(1, 2, 1, 12)",12,0.11006650376820763
"(2, 0, 0)","(1, 2, 2, 12)",6,57.46446395870595
"(2, 0, 0)","(1, 2, 2, 12)",9,225.44114110011904
"(2, 0, 0)","(1, 2, 2, 12)",12,0.12536976035247946
"(2, 0, 0)","(2, 0, 0, 12)",6,0.03580325095820223
"(2, 0, 0)","(2, 0, 0, 12)",9,0.09424519774104467
"(2, 0, 0)","(2, 0, 0, 12)",12,0.12041683821027199
"(2, 0, 0)","(2, 0, 1, 12)",6,0.012374429474297432
"(2, 0, 0)","(2, 0, 1, 12)",9,0.10355466165204152
"(2, 0, 0)","(2, 0, 1, 12)",12,0.1331906931562121
"(2, 0, 0)","(2, 0, 2, 12)",6,0.05404093537877036
"(2, 0, 0)","(2, 0, 2, 12)",9,0.09614261247837437
"(2, 0, 0)","(2, 0, 2, 12)",12,0.134400667537346
"(2, 0, 0)","(2, 1, 0, 12)",6,0.04733260625080435
"(2, 0, 0)","(2, 1, 0, 12)",9,0.11057254267603873
"(2, 0, 0)","(2, 1, 0, 12)",12,0.1483091346625719
"(2, 0, 0)","(2, 1, 1, 12)",6,0.05120898615756645
"(2, 0, 0)","(2, 1, 1, 12)",9,0.11280487048217523
"(2, 0, 0)","(2, 1, 1, 12)",12,0.1529899871405666
"(2, 0, 0)","(2, 1, 2, 12)",6,0.10452177621957792
"(2, 0, 0)","(2, 1, 2, 12)",9,0.0726656492241987
"(2, 0, 0)","(2, 1, 2, 12)",12,0.22631842501353536
"(2, 0, 0)","(2, 2, 0, 12)",6,0.02413758776737168
"(2, 0, 0)","(2, 2, 0, 12)",9,0.08657911591534542
"(2, 0, 0)","(2, 2, 0, 12)",12,0.1157981832799742
"(2, 0, 0)","(2, 2, 1, 12)",6,0.058220728549873535
"(2, 0, 0)","(2, 2, 1, 12)",9,0.10590187114020078
"(2, 0, 0)","(2, 2, 1, 12)",12,0.12296638425394701
"(2, 0, 0)","(2, 2, 2, 12)",6,0.0514576459883612
"(2, 0, 0)","(2, 2, 2, 12)",9,100.62397460807907
"(2, 0, 0)","(2, 2, 2, 12)",12,0.12393572452287353
"(2, 0, 1)","(0, 0, 0, 12)",6,0.01740085848649462
"(2, 0, 1)","(0, 0, 0, 12)",9,0.013557316778818032
"(2, 0, 1)","(0, 0, 0, 12)",12,0.11055546843286812
"(2, 0, 1)","(0, 0, 1, 12)",6,0.012325780015119027
"(2, 0, 1)","(0, 0, 1, 12)",9,0.013832458896293568
"(2, 0, 1)","(0, 0, 1, 12)",12,0.11419051065273526
"(2, 0, 1)","(0, 0, 2, 12)",6,0.01352181542544533
"(2, 0, 1)","(0, 0, 2, 12)",9,0.03709093568230272
"(2, 0, 1)","(0, 0, 2, 12)",12,0.12942052091344097
"(2, 0, 1)","(0, 1, 0, 12)",6,0.09855405019853253
"(2, 0, 1)","(0, 1, 0, 12)",9,0.1614051448815408
"(2, 0, 1)","(0, 1, 0, 12)",12,0.1631040331974827
"(2, 0, 1)","(0, 1, 1, 12)",6,0.033627263378515675
"(2, 0, 1)","(0, 1, 1, 12)",9,0.12773412088006267
"(2, 0, 1)","(0, 1, 1, 12)",12,0.17117364054202458
"(2, 0, 1)","(0, 1, 2, 12)",6,8.11986272353579
"(2, 0, 1)","(0, 1, 2, 12)",9,0.14360883222488352
"(2, 0, 1)","(0, 1, 2, 12)",12,2749.952089075905
"(2, 0, 1)","(0, 2, 0, 12)",6,0.20728626037959227
"(2, 0, 1)","(0, 2, 0, 12)",9,0.1802023235245164
"(2, 0, 1)","(0, 2, 0, 12)",12,0.2145705232165647
"(2, 0, 1)","(0, 2, 1, 12)",6,0.0966336850546038
"(2, 0, 1)","(0, 2, 1, 12)",9,0.15659596594972752
"(2, 0, 1)","(0, 2, 1, 12)",12,0.16412028955922173
"(2, 0, 1)","(0, 2, 2, 12)",6,0.1026123404488729
"(2, 0, 1)","(0, 2, 2, 12)",9,0.19564619015704116
"(2, 0, 1)","(0, 2, 2, 12)",12,0.5382796992056572
"(2, 0, 1)","(1, 0, 0, 12)",6,0.011553513850907223
"(2, 0, 1)","(1, 0, 0, 12)",9,0.016859914179641482
"(2, 0, 1)","(1, 0, 0, 12)",12,0.10711918451128821
"(2, 0, 1)","(1, 0, 1, 12)",6,0.01137381892571489
"(2, 0, 1)","(1, 0, 1, 12)",9,0.11324633533607568
"(2, 0, 1)","(1, 0, 1, 12)",12,0.14531255079575053
"(2, 0, 1)","(1, 0, 2, 12)",6,0.015562624653876561
"(2, 0, 1)","(1, 0, 2, 12)",9,0.020389775375226335
"(2, 0, 1)","(1, 0, 2, 12)",12,0.11319605989579536
"(2, 0, 1)","(1, 1, 0, 12)",6,0.034141471564421384
"(2, 0, 1)","(1, 1, 0, 12)",9,0.12305948360480284
"(2, 0, 1)","(1, 1, 0, 12)",12,0.1363219730604362
"(2, 0, 1)","(1, 1, 1, 12)",6,0.03970491759211228
"(2, 0, 1)","(1, 1, 1, 12)",9,0.11421270104315392
"(2, 0, 1)","(1, 1, 1, 12)",12,0.15538919702484735
"(2, 0, 1)","(1, 1, 2, 12)",6,0.18605068706446706
"(2, 0, 1)","(1, 1, 2, 12)",9,0.12493339930384953
"(2, 0, 1)","(1, 1, 2, 12)",12,0.13172898054144697
"(2, 0, 1)","(1, 2, 0, 12)",6,0.07311694747928756
"(2, 0, 1)","(1, 2, 0, 12)",9,0.12542407906969108
"(2, 0, 1)","(1, 2, 0, 12)",12,0.12077482219045597
"(2, 0, 1)","(1, 2, 1, 12)",6,0.04603556819580018
"(2, 0, 1)","(1, 2, 1, 12)",9,0.1006786251510644
"(2, 0, 1)","(1, 2, 1, 12)",12,0.10866156275474304
"(2, 0, 1)","(1, 2, 2, 12)",6,51.80461229156924
"(2, 0, 1)","(1, 2, 2, 12)",9,659.9423527268176
"(2, 0, 1)","(1, 2, 2, 12)",12,0.11072482748331748
"(2, 0, 1)","(2, 0, 0, 12)",6,0.013012841841674602
"(2, 0, 1)","(2, 0, 0, 12)",9,0.013335719422456892
"(2, 0, 1)","(2, 0, 0, 12)",12,0.09613131526700745
"(2, 0, 1)","(2, 0, 1, 12)",6,0.013457898933033383
